commitId,project,comment,label,ADDING_ATTRIBUTE_MODIFIABILITY,ADDING_CLASS_DERIVABILITY,ADDING_METHOD_OVERRIDABILITY,ADDITIONAL_CLASS,ADDITIONAL_FUNCTIONALITY,ADDITIONAL_OBJECT_STATE,ALTERNATIVE_PART_DELETE,ALTERNATIVE_PART_INSERT,ATTRIBUTE_RENAMING,ATTRIBUTE_TYPE_CHANGE,CLASS_RENAMING,COMMENT_DELETE,COMMENT_INSERT,COMMENT_MOVE,COMMENT_UPDATE,CONDITION_EXPRESSION_CHANGE,DECREASING_ACCESSIBILITY_CHANGE,DOC_DELETE,DOC_INSERT,DOC_UPDATE,INCREASING_ACCESSIBILITY_CHANGE,METHOD_RENAMING,PARAMETER_DELETE,PARAMETER_INSERT,PARAMETER_ORDERING_CHANGE,PARAMETER_RENAMING,PARAMETER_TYPE_CHANGE,PARENT_CLASS_CHANGE,PARENT_CLASS_DELETE,PARENT_CLASS_INSERT,PARENT_INTERFACE_CHANGE,PARENT_INTERFACE_DELETE,PARENT_INTERFACE_INSERT,REMOVED_CLASS,REMOVED_FUNCTIONALITY,REMOVED_OBJECT_STATE,REMOVING_ATTRIBUTE_MODIFIABILITY,REMOVING_CLASS_DERIVABILITY,REMOVING_METHOD_OVERRIDABILITY,RETURN_TYPE_CHANGE,RETURN_TYPE_DELETE,RETURN_TYPE_INSERT,STATEMENT_DELETE,STATEMENT_INSERT,STATEMENT_ORDERING_CHANGE,STATEMENT_PARENT_CHANGE,STATEMENT_UPDATE,UNCLASSIFIED_CHANGE,add,allow,bug,chang,error,fail,fix,implement,improv,issu,method,new,npe,refactor,remov,report,set,support,test,use,,,,,,,,,,
4b4d4fe741e9396560b186427a15faf803d423de,ReactiveX-RxJava,['subscribe'  'methods'  'typed'  'action'  'arguments'],p,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,
52bd53f5ea5eec84818d65b40e81d0a82ada6ba8,ReactiveX-RxJava,['restructure'  'smaller'  'files'],p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
52bf7e145152f3b9c5d1ffe07247bab5f95bdde9,ReactiveX-RxJava,['set'  'threads'  'daemons'  'dont'  'prevent'  'system'  'exiting'  'applies'  'pools'  'rxjava'  'creates'  'users'  'executors'  'inject'],c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,
52cef142154655900ba8669dce631aca7142f9b6,ReactiveX-RxJava,['confusing'  'javadoc'  'toobservablefuture'  'methodshttpsgithubcomnetflixrxjavaissues148'],p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
538d245ba9744f57d66724982db4850e6d3ba226,ReactiveX-RxJava,['implement'  'cached'  'thread'  'scheduler'  'using'  'event'  'loops'],a,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,
546dd6e5458d5fa4e36c2d7fc1aaa1a12f4f0973,ReactiveX-RxJava,['nondeterministic'  'testusersubscriberusingrequestasyncfix'  'nondeterministic'  'failures'  'backpressureteststestusersubscriberusingrequestasynci'  'able'  'replicate'  'occasional'  'failure'  'putting'  'tight'  'loop'  'changes'  'longer'  'fails'],c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
581b19f0fef9fbd7f4a5e2d6569b8eca09bf28e1,ReactiveX-RxJava,['fix'  'multiple'  'subscription'  'bug'  'operation'  'filtera'  'new'  'subscription'  'must'  'created'  'every'  'subscribe'  'call'  'otherwise'  'anysubscribe'  'call'  'first'  'directly'  'fails'], otherwise any-subscribe call after the first directly fails.-,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
59d6a57f9a5e93146bcc83bcdb6f7c26ce644c51,ReactiveX-RxJava,['update'  'observableisinternalimplementation'  'get'  'rid'  'nullpointerexceptionnullpointerexception'  'encountered'  'tests'  'javalangclassgetpackage'  'may'  'return'  'null'  'package'  'information'  'available'  'archive'  'codebase'  'documented'  'feature']," get rid- of NullPointerException--NullPointerException has been encountered during my tests. It is because java.lang.Class.getPackage() may return null ""... if no package information is available from the archive or codebase"" (documented feature).-",c,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
5dc029274e41fdf5f761b0207e1dc96a1af2cb96,ReactiveX-RxJava,['perf'  'tests'  'jmh'],p,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,
629acade597d92dbfd8d020497a0ba523afd1754,ReactiveX-RxJava,['add'  'operators'  'create'  'observables'  'broadcastreceiverit'  'allows'  'listen'  'global'  'local'  'support'  'localbroadcastmanager'  'broadcasts'],a,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,
6368578020adf4796ac899ef2b0b9a695c59601c,ReactiveX-RxJava,['unit'  'tests'  'covariance'  'refactoring'  'everything'  'entire'  'observable'  'ends'  'single'  'class'],p,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
6383157b2961749ab46b8d05653ffb5f757f0be8,ReactiveX-RxJava,['remove'  'unnecessary'  'subscription'  'explicit'  'error'  'case'  'joinobserver'],p,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,
646aa624eaddb4f543a1019f2d5ef49795cf66ce,ReactiveX-RxJava,['fixed'  'issue'  '417'],c,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
69a1dbd753d1f060df38e47e6179cf05b6b62d63,ReactiveX-RxJava,['add'  'synchronous'  'test'  'resubscribe'  'error'],p,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,
69c6e80acd16d0073400d78bd0e52caf44ef8f40,ReactiveX-RxJava,['added'  'variance'  'action'], too--,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
6bacf96acc651018a8cb4a0036e26dde975b7c65,ReactiveX-RxJava,['cleanup'  'javadocs'],p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
6bece88c6941a754a8cc054bbe9946f1e7c0c615,ReactiveX-RxJava,['added'  'channelobservableget'],a,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
6d11a551dcf9bb2ed2bd10530b1fbaf6f6380804,ReactiveX-RxJava,['added'  'create'  'initial'  'capacity'  'minor'  'fix'], minor fix--,c,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
6de7fd15b7b4f42263d847fe462552110c405bb3,ReactiveX-RxJava,['move'  'last'  '6'  'remaining'  'unit'  'tests'],p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,
6f259eb229470099173b20b236e55435597b1e3f,ReactiveX-RxJava,['delay'  'error'  'cut'  'ahead'  'properly'  'serialized'],c,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
70bd7099ec082958928b821e89fbb7c76b1ed01c,ReactiveX-RxJava,['switched'  'default'  'scheduler'  'actually'  'works'  'together'  'operator'],c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
72d9872fffa2b8f6d534612436b1613ed062e026,ReactiveX-RxJava,['updated'  'test'  'added'  'another'  'one'  'trying'  'get'  'expected'  'behavior'  'right'], trying to get- the expected behavior right--,p,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
76517d9ac96d3f7f9475743c539e2b9efbd0d0f0,ReactiveX-RxJava,['1x'  'fix'  'completableonerrorcompletefunc1'  'relaying'  'function'  'crash'  '4027'],c,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
76f5cc4ae6906d0885a1626ad280f4402ce7ac69,ReactiveX-RxJava,['better'  'naming'  'new'  'test'  'using'  'compare'  '019'  '020'  'want'], and new test--... using to compare 0.19 and 0.20 so want in both.-,p,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,,,,,,,,,
770ee735efa935a21b9992090eb063732e826ba5,ReactiveX-RxJava,['add'  'unit'  'tests'  'recursive'  'scheduler'  'usagethese'  'tests'  'came'  'mairbek'  'httpsgithubcomnetflixrxjavapull229issuecomment16115941'],p,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,
788d431d98df0087a4ea7be7b3c82c4c5d2a8209,ReactiveX-RxJava,['implemented'  'periodic'  'scheduling'  'needs'  'testing'], too. Needs testing- now.--,a,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
